,text,state,type_news,tags,n_of_tags,text_ml,numerical_sentiment,sentiment
49," Desde China lo acusaron de ser un espía británico, un agente secreto, un 007 infiltrado en las protestas de Hong Kong. Lo detuvieron y lo interrogaron durante 15 días. Más de tres meses después, en su cuenta de Facebook y ante las cámaras de la BBC y Th",1,Real,"['china', 'acusaron', 'espía', 'británico', 'agente', 'secreto', 'infiltrado', 'protestas', 'detuvieron', 'interrogaron', 'meses', 'cuenta', 'facebook', 'cámaras']",14,china acusaron espía británico agente secreto infiltrado protestas detuvieron interrogaron meses cuenta facebook cámaras,0.11528470738451521,Very Negative
50,Una empleada de Iveco se suicida tras difundirse hace días entre sus compañeros de trabajo un vídeo sexual en el que aparecía ,1,Real,"['empleada', 'iveco', 'suicida', 'difundirse', 'compañeros', 'trabajo', 'vídeo', 'sexual', 'aparecía']",9,empleada iveco suicida difundirse compañeros trabajo vídeo sexual aparecía,0.4870602823424338,Neutral
51,"Nicolás Maduro era conductor de autobuses. Debido a su corpulencia y a su militancia inquebrantable en los grupos más radicales del chavismo, entró a trabajar de guardaespaldas de Hugo Chávez, el dictador ya fallecido. Algo tendrá el actual tirano de Vene",0,Fake,"['nicolás', 'maduro', 'conductor', 'autobuses', 'debido', 'corpulencia', 'militancia', 'inquebrantable', 'grupos', 'radicales', 'chavismo', 'entró', 'trabajar', 'guardaespaldas', 'chávez', 'dictador', 'fallecido', 'actual', 'tirano']",19,nicolás maduro conductor autobuses debido corpulencia militancia inquebrantable grupos radicales chavismo entró trabajar guardaespaldas chávez dictador fallecido actual tirano,0.6868367013894494,Positive
52,"Los Mossos d’Esquadra siguen mostrando su odio hacia los Policías Nacionales que continúan en Cataluña a la espera de actuar en caso de que así lo ordene el Ministerio del Interior. En las últimas semanas, pese a que los Mossos d’Esquadra se han visto int",0,Fake,"['mossos', 'esquadra', 'siguen', 'mostrando', 'hacia', 'policías', 'nacionales', 'continúan', 'cataluña', 'espera', 'actuar', 'ordene', 'ministerio', 'interior', 'últimas', 'semanas', 'mossos', 'esquadra', 'visto']",19,mossos esquadra siguen mostrando hacia policías nacionales continúan cataluña espera actuar ordene ministerio interior últimas semanas mossos esquadra visto,0.16934708124943088,Very Negative
53,"El cardenal australiano George Pell , ex número tres del Vaticano, regresó para cumplir su pena de seis años de cárcel, después de que una corte rechazara este miércoles la apelación a su condena por abusos sexuales a menores. Pell, ex arzobispo de Melbou",1,Real,"['cardenal', 'australiano', 'george', 'número', 'vaticano', 'regresó', 'cumplir', 'cárcel', 'corte', 'rechazara', 'apelación', 'condena', 'abusos', 'sexuales', 'menores', 'arzobispo', 'melbou']",17,cardenal australiano george número vaticano regresó cumplir cárcel corte rechazara apelación condena abusos sexuales menores arzobispo melbou,0.38882443638007247,Negative
54," Carlos Guibouich es un barcelonés de origen peruano de 61 años que, durante cuatro, ha malvivido durmiendo en la calle. Hace unos meses, la suerte le sonrió y hoy es uno de los redactores de la guía que la Fundación Arrels ha editado para entregar a las ",1,Real,"['carlos', 'guibouich', 'barcelonés', 'origen', 'peruano', 'cuatro', 'malvivido', 'durmiendo', 'calle', 'meses', 'suerte', 'sonrió', 'redactores', 'fundación', 'arrels', 'editado', 'entregar']",17,carlos guibouich barcelonés origen peruano cuatro malvivido durmiendo calle meses suerte sonrió redactores fundación arrels editado entregar,0.24888480980805894,Negative
55,"Hasta que no se ha realizado el reparto, el ministro del Interior italiano no ha permitido el desembarco de los inmigrantes Por fin se resolvió el problema de la nave militar italiana Gregoretti, que con 116 inmigrantes a bordo estaba amarrada en el pu",1,Real,"['realizado', 'reparto', 'ministro', 'interior', 'italiano', 'permitido', 'desembarco', 'inmigrantes', 'resolvió', 'problema', 'militar', 'italiana', 'gregoretti', 'inmigrantes', 'bordo', 'amarrada']",16,realizado reparto ministro interior italiano permitido desembarco inmigrantes resolvió problema militar italiana gregoretti inmigrantes bordo amarrada,0.4966219716960998,Neutral
56,"El Museo Etnográfico Extremeño ""González Santana"" de Olivenza inaugura este viernes ""Artistas y Activistas por la Diversidad LGBTI"", una exposición en la que se rinde homenaje a Lorca, Pedro Zerolo o Chavela Vargas, entre muchos otros, por su contribución",1,Real,"['museo', 'etnográfico', 'extremeño', 'gonzález', 'santana', 'olivenza', 'inaugura', 'artistas', 'activistas', 'diversidad', 'lgbti', 'exposición', 'rinde', 'homenaje', 'lorca', 'pedro', 'zerolo', 'chavela', 'vargas', 'contribución']",20,museo etnográfico extremeño gonzález santana olivenza inaugura artistas activistas diversidad lgbti exposición rinde homenaje lorca pedro zerolo chavela vargas contribución,0.9513175630827887,Very Positive
57,La Justicia reabre el caso de las 1.800 viviendas públicas vendidas a un fondo buitre por el Gobierno de Ana Botella,1,Real,"['justicia', 'reabre', 'viviendas', 'públicas', 'vendidas', 'fondo', 'buitre', 'gobierno', 'botella']",9,justicia reabre viviendas públicas vendidas fondo buitre gobierno botella,0.35956149770460266,Negative
58,"Nicolás Maduro amenaza a España con lanzar misiles y declara la guerra a Estados Unidos Nicolás Maduro, no ha dudado en amenazar con lanzar misiles a España y a Estados Unidos Estas informaciones las han realizado en las últimas horas diferentes medios de",0,Fake,"['nicolás', 'maduro', 'amenaza', 'españa', 'lanzar', 'misiles', 'declara', 'guerra', 'unidos', 'nicolás', 'maduro', 'dudado', 'amenazar', 'lanzar', 'misiles', 'españa', 'unidos', 'informaciones', 'realizado', 'últimas', 'horas', 'diferentes', 'medios']",23,nicolás maduro amenaza españa lanzar misiles declara guerra unidos nicolás maduro dudado amenazar lanzar misiles españa unidos informaciones realizado últimas horas diferentes medios,0.7494436831827753,Positive
59,"Las redes le juegan una mala pasada al tuitero Bernat Castro. Castro, que además ejerce como asesor de Twitter del diputado de ERC Gabriel Rufián, ha visto en las últimas horas como salían a la luz una serie de tuits firmados por él en 2013 en los que, en",0,Fake,"['redes', 'juegan', 'pasada', 'tuitero', 'bernat', 'castro', 'castro', 'además', 'ejerce', 'asesor', 'twitter', 'diputado', 'gabriel', 'rufián', 'visto', 'últimas', 'horas', 'salían', 'serie', 'tuits', 'firmados']",21,redes juegan pasada tuitero bernat castro castro además ejerce asesor twitter diputado gabriel rufián visto últimas horas salían serie tuits firmados,0.005101273400346091,Very Negative
60,"Fue el 15 de agosto pasado cuando la Junta de Andalucía activó la alerta sanitaria por el brote de listeriosis que ya suma 140 contagiados en todo el país, 131 de ellos en la comunidad andaluza. Sin embargo, las autoridades sanitarias autonómicas tenían c",1,Real,"['agosto', 'pasado', 'junta', 'andalucía', 'activó', 'alerta', 'sanitaria', 'brote', 'listeriosis', 'contagiados', 'comunidad', 'andaluza', 'embargo', 'autoridades', 'sanitarias', 'autonómicas']",16,agosto pasado junta andalucía activó alerta sanitaria brote listeriosis contagiados comunidad andaluza embargo autoridades sanitarias autonómicas,0.15057665684925253,Very Negative
61,Salvamento Marítimo ha rescatado este sábado en el Estrecho de Gibraltar a tres inmigrantes magrebíes cuando intentaban alcanzar las costas españolas a bordo de una embarcación hinchable de juguete. Según han informado a Efe fuentes de Salvamento Marítim,1,Real,"['salvamento', 'marítimo', 'rescatado', 'sábado', 'estrecho', 'gibraltar', 'inmigrantes', 'magrebíes', 'intentaban', 'alcanzar', 'costas', 'españolas', 'bordo', 'embarcación', 'hinchable', 'juguete', 'informado', 'fuentes', 'salvamento', 'marítim']",20,salvamento marítimo rescatado sábado estrecho gibraltar inmigrantes magrebíes intentaban alcanzar costas españolas bordo embarcación hinchable juguete informado fuentes salvamento marítim,0.32714193183400525,Negative
62," El Gobierno de Navarra ha asegurado que es ""rotundamente falso"" que censure canciones por sus letras machistas, como se está apuntando en las redes sociales, dentro del programa de coeducación Skolae , cuyo objetivo es ""educar en igualdad"". Además de ins",0,Fake,"['gobierno', 'navarra', 'asegurado', 'rotundamente', 'falso', 'censure', 'canciones', 'letras', 'machistas', 'apuntando', 'redes', 'sociales', 'dentro', 'programa', 'coeducación', 'skolae', 'objetivo', 'educar', 'igualdad', 'además']",20,gobierno navarra asegurado rotundamente falso censure canciones letras machistas apuntando redes sociales dentro programa coeducación skolae objetivo educar igualdad además,0.2858251945654866,Negative
63,Una nueva medida propuesta por la Dirección General de Tráfico (DGT) obligará también a los pilotos y acompañantes de los conductores a soplar en el test de alcoholemia. Según la DGT es bueno que aunque el piloto no haya bebido haya dentro del vehículo ot,0,Fake,"['nueva', 'medida', 'propuesta', 'dirección', 'general', 'tráfico', 'obligará', 'pilotos', 'acompañantes', 'conductores', 'soplar', 'alcoholemia', 'bueno', 'aunque', 'piloto', 'bebido', 'dentro', 'vehículo']",18,nueva medida propuesta dirección general tráfico obligará pilotos acompañantes conductores soplar alcoholemia bueno aunque piloto bebido dentro vehículo,0.14509175260359405,Very Negative
64,"La consejera de Igualdad, Políticas Sociales y Conciliación, Rocío Ruiz (Cs), ha asegurado que en los poco más de cuatro meses que lleva en la Consejería se han creado 265 plazas para residencias de personas con discapacidad frente a las 263 del anterior ",1,Real,"['consejera', 'igualdad', 'políticas', 'sociales', 'conciliación', 'rocío', 'asegurado', 'cuatro', 'meses', 'lleva', 'consejería', 'creado', 'plazas', 'residencias', 'personas', 'discapacidad', 'frente', 'anterior']",18,consejera igualdad políticas sociales conciliación rocío asegurado cuatro meses lleva consejería creado plazas residencias personas discapacidad frente anterior,0.024827541233038538,Very Negative
65,Esto es lamentable que se les de comida supuestamente a inmigrantes ilegales caritas que a una persona muy cercana ami que se la negaron por tener casa propia y están en el paro y esta gente la tira ala basura esa comida la pagamos los pero no tenemos der,0,Fake,"['lamentable', 'comida', 'supuestamente', 'inmigrantes', 'ilegales', 'caritas', 'persona', 'cercana', 'negaron', 'tener', 'propia', 'gente', 'basura', 'comida', 'pagamos']",15,lamentable comida supuestamente inmigrantes ilegales caritas persona cercana negaron tener propia gente basura comida pagamos,7.705571896720243e-07,Very Negative
66,"El que está arriba con la mano metida en los cojones es el Delegado del Gobierno en Valencia, el jeta!!!! El de abajo... un Guardia Civil",0,Fake,"['arriba', 'metida', 'cojones', 'delegado', 'gobierno', 'valencia', 'abajo', 'guardia', 'civil']",9,arriba metida cojones delegado gobierno valencia abajo guardia civil,0.44383027454575597,Neutral
67,"Es sábado, apenas las nueve de la mañana. Santiago Abascal, líder de VOX y personaje mediático nos espera para desayunar en un céntrico hotel madrileño P:¿No es un poco pronto para un gin-tonic? R:No si se bebe con respeto y el licor es un destilado nacio",0,Fake,"['sábado', 'apenas', 'nueve', 'mañana', 'santiago', 'abascal', 'líder', 'personaje', 'mediático', 'espera', 'desayunar', 'céntrico', 'hotel', 'madrileño', 'pronto', 'tonic', 'respeto', 'licor', 'destilado', 'nacio']",20,sábado apenas nueve mañana santiago abascal líder personaje mediático espera desayunar céntrico hotel madrileño pronto tonic respeto licor destilado nacio,0.026958957306901267,Very Negative
68," La Ertzaintza detuvo a las 23.30 horas del martes, tras realizar las investigaciones policiales pertinentes, a un hombre de 31 años , como presunto autor del último intento de agresión sexual que tuvo lugar la noche del lunes al inicio de las fiestas de ",1,Real,"['ertzaintza', 'detuvo', 'horas', 'realizar', 'investigaciones', 'policiales', 'pertinentes', 'hombre', 'presunto', 'autor', 'último', 'intento', 'agresión', 'sexual', 'lugar', 'noche', 'inicio', 'fiestas']",18,ertzaintza detuvo horas realizar investigaciones policiales pertinentes hombre presunto autor último intento agresión sexual lugar noche inicio fiestas,0.027202631060718793,Very Negative
69," La creación de empleo entre julio y septiembre se ha resentido en comparación con el segundo trimestre: la ocupación apenas ha aumentado un 0,1% El Producto Interior Bruto (PIB) de la Eurozona ha aumentado un 0,2% y un 0,3% en el conjunto de la Unión E",1,Real,"['creación', 'empleo', 'julio', 'septiembre', 'resentido', 'comparación', 'segundo', 'trimestre', 'ocupación', 'apenas', 'aumentado', 'producto', 'interior', 'bruto', 'eurozona', 'aumentado', 'conjunto', 'unión']",18,creación empleo julio septiembre resentido comparación segundo trimestre ocupación apenas aumentado producto interior bruto eurozona aumentado conjunto unión,0.006527317456356855,Very Negative
70," Pedro Sánchez tiene un plan maestro de cara a las elecciones que se avecinan si todo sale según lo previsto en primavera. La encargada de llevarlo a cabo es Dolores Delgado, Ministra de Justicia. Actualmente hay más de 360.000 expedientes acumulados en l",0,Fake,"['pedro', 'sánchez', 'maestro', 'elecciones', 'avecinan', 'previsto', 'primavera', 'encargada', 'llevarlo', 'dolores', 'delgado', 'ministra', 'justicia', 'actualmente', 'expedientes', 'acumulados']",16,pedro sánchez maestro elecciones avecinan previsto primavera encargada llevarlo dolores delgado ministra justicia actualmente expedientes acumulados,0.49789225920557484,Neutral
71,"En la actualidad, podemos ver cómo son cada vez más las personas que están en nuestro alrededor y que están padeciendo de cáncer, el cual afecta a cualquier sin importar su edad y sexo. Sin embargo, lo que muchos desconocen e ignoran es el hecho que con e",0,Fake,"['actualidad', 'podemos', 'personas', 'alrededor', 'padeciendo', 'cáncer', 'afecta', 'cualquier', 'importar', 'embargo', 'desconocen', 'ignoran']",12,actualidad podemos personas alrededor padeciendo cáncer afecta cualquier importar embargo desconocen ignoran,0.04239059792982091,Very Negative
